samplewt_046,samplewt_12920,1.0
samplewt_046,samplewt_17963,1.0
samplewt_046,samplewt_2215,1.0
samplewt_10215,samplewt_11160,1.0
samplewt_10215,samplewt_11760,1.0
samplewt_10215,samplewt_11936,1.0
samplewt_10215,samplewt_12135,1.0
samplewt_10215,samplewt_12784,1.0
samplewt_10215,samplewt_12908,1.0
samplewt_10215,samplewt_13152,1.0
samplewt_10215,samplewt_13629,1.0
samplewt_10215,samplewt_14632,1.0
samplewt_10215,samplewt_15327,1.0
samplewt_10215,samplewt_15399,1.0
samplewt_10215,samplewt_15649,1.0
samplewt_10215,samplewt_16298,1.0
samplewt_10215,samplewt_17440,1.0
samplewt_10215,samplewt_19837,1.0
samplewt_10215,samplewt_20595,1.0
samplewt_10215,samplewt_21320,1.0
samplewt_10215,samplewt_22350,1.0
samplewt_10215,samplewt_237,1.0
samplewt_10215,samplewt_24630,1.0
samplewt_10215,samplewt_25096,1.0
samplewt_10215,samplewt_25136,1.0
samplewt_10215,samplewt_2526,1.0
samplewt_10215,samplewt_25466,1.0
samplewt_10215,samplewt_26267,1.0
samplewt_10215,samplewt_26882,1.0
samplewt_10215,samplewt_28575,1.0
samplewt_10215,samplewt_28970,1.0
samplewt_10215,samplewt_29548,1.0
samplewt_10215,samplewt_30076,1.0
samplewt_10215,samplewt_31722,1.0
samplewt_10215,samplewt_32173,1.0
samplewt_10215,samplewt_32260,1.0
samplewt_10215,samplewt_32571,1.0
samplewt_10215,samplewt_4278,1.0
samplewt_10215,samplewt_4719,1.0
samplewt_10215,samplewt_7166,1.0
samplewt_10215,samplewt_9036,1.0
samplewt_10215,samplewt_9605,1.0
samplewt_11466,samplewt_21352,1.0
samplewt_12057,samplewt_21352,1.0
samplewt_12852,samplewt_24582,1.0
samplewt_13154,samplewt_30309,1.0
samplewt_13154,samplewt_3809,1.0
samplewt_14058,samplewt_20786,1.0
samplewt_14058,samplewt_31829,1.0
samplewt_14058,samplewt_5842,1.0
samplewt_14058,samplewt_9563,1.0
samplewt_1421,samplewt_15336,1.0
samplewt_1421,samplewt_15862,1.0
samplewt_1421,samplewt_16228,1.0
samplewt_1421,samplewt_16391,1.0
samplewt_1421,samplewt_17159,1.0
samplewt_1421,samplewt_17963,1.0
samplewt_1421,samplewt_20032,1.0
samplewt_1421,samplewt_20033,1.0
samplewt_1421,samplewt_21690,1.0
samplewt_1421,samplewt_2204,1.0
samplewt_1421,samplewt_2215,1.0
samplewt_1421,samplewt_29263,1.0
samplewt_1421,samplewt_3655,1.0
samplewt_16391,samplewt_16775,1.0
samplewt_16391,samplewt_18131,1.0
samplewt_16391,samplewt_19229,1.0
samplewt_16391,samplewt_20106,1.0
samplewt_16391,samplewt_2215,1.0
samplewt_16391,samplewt_22922,1.0
samplewt_16391,samplewt_24834,1.0
samplewt_16391,samplewt_2492,1.0
samplewt_16391,samplewt_2725,1.0
samplewt_16391,samplewt_28311,1.0
samplewt_16391,samplewt_28449,1.0
samplewt_16391,samplewt_28580,1.0
samplewt_16391,samplewt_29061,1.0
samplewt_16391,samplewt_32177,1.0
samplewt_16391,samplewt_32262,1.0
samplewt_16391,samplewt_3262,1.0
samplewt_16391,samplewt_33095,1.0
samplewt_16391,samplewt_4348,1.0
samplewt_16391,samplewt_4777,1.0
samplewt_16391,samplewt_4898,1.0
samplewt_16391,samplewt_6834,1.0
samplewt_16391,samplewt_8332,1.0
samplewt_16391,samplewt_8516,1.0
samplewt_16391,samplewt_9107,1.0
samplewt_16744,samplewt_17388,1.0
samplewt_16744,samplewt_19699,1.0
samplewt_16744,samplewt_20783,1.0
samplewt_16744,samplewt_21142,1.0
samplewt_16744,samplewt_21349,1.0
samplewt_16744,samplewt_23214,1.0
samplewt_16744,samplewt_23221,1.0
samplewt_16744,samplewt_24285,1.0
samplewt_16744,samplewt_25156,1.0
samplewt_16744,samplewt_25704,1.0
samplewt_16744,samplewt_25744,1.0
samplewt_16744,samplewt_25797,1.0
samplewt_16744,samplewt_27124,1.0
samplewt_16744,samplewt_27354,1.0
samplewt_16744,samplewt_27648,1.0
samplewt_16744,samplewt_28878,1.0
samplewt_16744,samplewt_2906,1.0
samplewt_16744,samplewt_29377,1.0
samplewt_16744,samplewt_30729,1.0
samplewt_16744,samplewt_31152,1.0
samplewt_16744,samplewt_31379,1.0
samplewt_16744,samplewt_32980,1.0
samplewt_16744,samplewt_3428,1.0
samplewt_16744,samplewt_447,1.0
samplewt_16744,samplewt_4766,1.0
samplewt_16744,samplewt_5770,1.0
samplewt_16744,samplewt_5830,1.0
samplewt_16744,samplewt_6671,1.0
samplewt_16744,samplewt_6763,1.0
samplewt_16744,samplewt_7324,1.0
samplewt_16744,samplewt_9344,1.0
samplewt_16744,samplewt_9861,1.0
samplewt_17474,samplewt_19303,1.0
samplewt_17474,samplewt_19885,1.0
samplewt_17474,samplewt_23360,1.0
samplewt_17474,samplewt_23762,1.0
samplewt_17474,samplewt_6079,1.0
samplewt_17474,samplewt_8855,1.0
samplewt_17511,samplewt_18831,1.0
samplewt_17511,samplewt_20407,1.0
samplewt_17511,samplewt_22762,1.0
samplewt_17511,samplewt_26883,1.0
samplewt_17511,samplewt_3579,1.0
samplewt_17511,samplewt_5622,1.0
samplewt_17725,samplewt_19040,1.0
samplewt_17725,samplewt_27797,1.0
samplewt_17725,samplewt_30439,1.0
samplewt_17725,samplewt_30719,1.0
samplewt_17725,samplewt_31354,1.0
samplewt_17725,samplewt_31994,1.0
samplewt_18009,samplewt_1900,1.0
samplewt_18009,samplewt_21529,1.0
samplewt_18009,samplewt_22064,1.0
samplewt_18009,samplewt_2369,1.0
samplewt_18009,samplewt_24125,1.0
samplewt_18009,samplewt_28434,1.0
samplewt_18009,samplewt_2910,1.0
samplewt_18009,samplewt_29124,1.0
samplewt_18009,samplewt_2917,1.0
samplewt_18009,samplewt_32082,1.0
samplewt_18009,samplewt_5537,1.0
samplewt_18009,samplewt_7200,1.0
samplewt_18009,samplewt_8516,1.0
samplewt_18009,samplewt_9232,1.0
samplewt_18088,samplewt_26782,1.0
samplewt_18088,samplewt_29165,1.0
samplewt_18100,samplewt_18486,1.0
samplewt_18100,samplewt_21757,1.0
samplewt_18100,samplewt_31537,1.0
samplewt_18100,samplewt_31930,1.0
samplewt_18100,samplewt_3309,1.0
samplewt_18100,samplewt_5434,1.0
samplewt_18100,samplewt_7416,1.0
samplewt_18100,samplewt_7476,1.0
samplewt_18215,samplewt_18494,1.0
samplewt_18215,samplewt_18741,1.0
samplewt_18215,samplewt_18825,1.0
samplewt_18215,samplewt_19228,1.0
samplewt_18215,samplewt_19264,1.0
samplewt_18215,samplewt_19297,1.0
samplewt_18215,samplewt_19796,1.0
samplewt_18215,samplewt_20303,1.0
samplewt_18215,samplewt_20899,1.0
samplewt_18215,samplewt_21029,1.0
samplewt_18215,samplewt_21204,1.0
samplewt_18215,samplewt_21495,1.0
samplewt_18215,samplewt_21579,1.0
samplewt_18215,samplewt_21756,1.0
samplewt_18215,samplewt_22129,1.0
samplewt_18215,samplewt_22268,1.0
samplewt_18215,samplewt_22523,1.0
samplewt_18215,samplewt_23065,1.0
samplewt_18215,samplewt_23531,1.0
samplewt_18215,samplewt_23859,1.0
samplewt_18215,samplewt_2440,1.0
samplewt_18215,samplewt_24477,1.0
samplewt_18215,samplewt_24715,1.0
samplewt_18215,samplewt_24777,1.0
samplewt_18215,samplewt_25029,1.0
samplewt_18215,samplewt_26191,1.0
samplewt_18215,samplewt_26232,1.0
samplewt_18215,samplewt_26248,1.0
samplewt_18215,samplewt_2726,1.0
samplewt_18215,samplewt_27588,1.0
samplewt_18215,samplewt_28015,1.0
samplewt_18215,samplewt_28688,1.0
samplewt_18215,samplewt_28855,1.0
samplewt_18215,samplewt_29228,1.0
samplewt_18215,samplewt_29696,1.0
samplewt_18215,samplewt_29998,1.0
samplewt_18215,samplewt_30090,1.0
samplewt_18215,samplewt_30531,1.0
samplewt_18215,samplewt_31070,1.0
samplewt_18215,samplewt_31453,1.0
samplewt_18215,samplewt_31834,1.0
samplewt_18215,samplewt_31895,1.0
samplewt_18215,samplewt_32147,1.0
samplewt_18215,samplewt_32176,1.0
samplewt_18215,samplewt_32568,1.0
samplewt_18215,samplewt_32699,1.0
samplewt_18215,samplewt_414,1.0
samplewt_18215,samplewt_4403,1.0
samplewt_18215,samplewt_4409,1.0
samplewt_18215,samplewt_4945,1.0
samplewt_18215,samplewt_5423,1.0
samplewt_18215,samplewt_6908,1.0
samplewt_18215,samplewt_7146,1.0
samplewt_18215,samplewt_7390,1.0
samplewt_18215,samplewt_8284,1.0
samplewt_18215,samplewt_8367,1.0
samplewt_18215,samplewt_8599,1.0
samplewt_18215,samplewt_8601,1.0
samplewt_18215,samplewt_866,1.0
samplewt_18215,samplewt_9520,1.0
samplewt_18215,samplewt_9996,1.0
samplewt_19819,samplewt_25575,1.0
samplewt_20293,samplewt_22941,1.0
samplewt_20293,samplewt_25203,1.0
samplewt_20293,samplewt_31136,1.0
samplewt_20293,samplewt_5731,1.0
samplewt_21338,samplewt_21803,1.0
samplewt_21338,samplewt_29024,1.0
samplewt_21338,samplewt_5109,1.0
samplewt_21338,samplewt_6832,1.0
samplewt_21338,samplewt_9228,1.0
samplewt_2369,samplewt_23735,1.0
samplewt_2369,samplewt_23811,1.0
samplewt_2369,samplewt_24124,1.0
samplewt_2369,samplewt_24499,1.0
samplewt_2369,samplewt_24630,1.0
samplewt_2369,samplewt_2492,1.0
samplewt_2369,samplewt_25096,1.0
samplewt_2369,samplewt_2526,1.0
samplewt_2369,samplewt_25466,1.0
samplewt_2369,samplewt_25880,1.0
samplewt_2369,samplewt_26801,1.0
samplewt_2369,samplewt_26882,1.0
samplewt_2369,samplewt_28311,1.0
samplewt_2369,samplewt_29061,1.0
samplewt_2369,samplewt_29548,1.0
samplewt_2369,samplewt_29615,1.0
samplewt_2369,samplewt_30076,1.0
samplewt_2369,samplewt_308,1.0
samplewt_2369,samplewt_31201,1.0
samplewt_2369,samplewt_32173,1.0
samplewt_2369,samplewt_32233,1.0
samplewt_2369,samplewt_32260,1.0
samplewt_2369,samplewt_32262,1.0
samplewt_2369,samplewt_33095,1.0
samplewt_2369,samplewt_3580,1.0
samplewt_2369,samplewt_3627,1.0
samplewt_2369,samplewt_4278,1.0
samplewt_2369,samplewt_4719,1.0
