protein_1,protein_1_idx,protein_2,protein_2_idx,confidence,attributes,attribute_p1,attribute_p2
samplewt_14180,891,samplewt_168,1428,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_17014,1472,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_1703,1481,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_17388,1566,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_17473,1596,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_17571,1611,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_18336,1769,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_18828,1861,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_18845,1865,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_19080,1913,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_19097,1917,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_19194,1936,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_19576,2035,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_19598,2041,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_19699,2050,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_19977,2113,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_20234,2165,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_20558,2233,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_20595,2243,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_2103,2343,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_21142,2359,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_21165,2369,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_21233,2377,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_21349,2410,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_21606,2452,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_2167,2462,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_21894,2497,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_22001,2523,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_22559,2640,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_22861,2684,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_23214,2743,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_23221,2747,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_23490,2809,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_23731,2854,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_2381,2871,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_24124,2946,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_24267,2982,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_24285,2992,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_24630,3067,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_25142,3178,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_25156,3183,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_2526,3205,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_25319,3218,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_25425,3237,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_25704,3301,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_25744,3306,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_25764,3316,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_2619,3400,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_26249,3416,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_2625,3417,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_26362,3439,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_26701,3515,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_26781,3526,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_26801,3532,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_26882,3543,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_27124,3584,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_27282,3609,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_27354,3618,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_27589,3666,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_27596,3670,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_27648,3679,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_27779,3702,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_27856,3725,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_27990,3746,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_28124,3773,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_28341,3810,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_28578,3870,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_28601,3879,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_28878,3944,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_28918,3955,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_2906,3986,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_29264,4042,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_29377,4065,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_29548,4102,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_29816,4152,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_29973,4189,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_30048,4203,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_30310,4266,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_30729,4360,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_30930,4396,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_31152,4453,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_31196,4457,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_31379,4497,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_31911,4610,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_32083,4644,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_3210,4647,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_32173,4663,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_32233,4671,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_32260,4679,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_32299,4689,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_32798,4794,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_32904,4815,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_32980,4836,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_33031,4841,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_33096,4859,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_3428,4894,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_3653,4949,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_4215,5058,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_4309,5078,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_4407,5123,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_4427,5129,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_447,5143,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_4719,5193,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_4746,5203,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_4766,5209,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_5553,5359,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_5770,5407,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_5830,5423,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_6432,5552,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_6501,5564,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_6671,5599,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_6689,5603,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_6763,5612,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_7118,5695,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_7152,5708,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_7217,5730,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_7324,5759,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_7863,5862,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_804,5914,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_8061,5918,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_8062,5919,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_8411,5990,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_868,6054,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_8757,6068,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_14180,891,samplewt_8888,6094,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_8889,6095,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_8970,6100,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_9373,6176,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_9409,6181,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_9605,6212,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_9838,6274,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_9861,6275,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_9979,6291,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14183,892,samplewt_15218,1102,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14183,892,samplewt_15921,1265,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14183,892,samplewt_16553,1365,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14183,892,samplewt_29131,4016,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14183,892,samplewt_29330,4059,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14183,892,samplewt_30587,4327,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14183,892,samplewt_33155,4872,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14183,892,samplewt_7982,5897,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_1421,895,samplewt_15336,1134,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_1421,895,samplewt_15862,1250,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_1421,895,samplewt_16228,1312,,"['NONE', 'NIGHT', 'DAY']",DAY,NIGHT
samplewt_1421,895,samplewt_16391,1340,,"['NONE', 'NIGHT', 'DAY']",DAY,DAY
samplewt_1421,895,samplewt_17159,1515,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_1421,895,samplewt_17963,1698,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_1421,895,samplewt_20032,2123,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_1421,895,samplewt_20033,2124,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_1421,895,samplewt_21690,2470,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_1421,895,samplewt_2204,2528,,"['NONE', 'NIGHT', 'DAY']",DAY,NIGHT
samplewt_1421,895,samplewt_2215,2555,,"['NONE', 'NIGHT', 'DAY']",DAY,NIGHT
samplewt_1421,895,samplewt_29263,4041,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_1421,895,samplewt_3655,4950,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_14217,897,samplewt_17963,1698,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14217,897,samplewt_20133,2135,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14217,897,samplewt_2215,2555,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14217,897,samplewt_27814,3712,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14217,897,samplewt_5095,5279,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14217,897,samplewt_6391,5545,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14217,897,samplewt_8631,6041,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14275,906,samplewt_16391,1340,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_14275,906,samplewt_18131,1735,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14275,906,samplewt_19229,1945,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14275,906,samplewt_20033,2124,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14275,906,samplewt_2369,2838,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_14275,906,samplewt_24125,2947,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14275,906,samplewt_2492,3143,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14275,906,samplewt_29061,3988,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14275,906,samplewt_2917,4023,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14275,906,samplewt_29263,4041,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14275,906,samplewt_308,4374,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14275,906,samplewt_32082,4643,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14275,906,samplewt_32262,4681,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14275,906,samplewt_33095,4858,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14275,906,samplewt_3655,4950,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14275,906,samplewt_4777,5211,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14275,906,samplewt_5251,5296,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14275,906,samplewt_8516,6008,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1429,909,samplewt_15666,1207,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1429,909,samplewt_17661,1632,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1429,909,samplewt_18061,1723,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_1429,909,samplewt_1855,1806,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1429,909,samplewt_21639,2458,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1429,909,samplewt_22916,2696,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1429,909,samplewt_24832,3119,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1429,909,samplewt_24839,3124,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_1429,909,samplewt_32508,4737,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1429,909,samplewt_6590,5582,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1429,909,samplewt_6759,5611,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14304,913,samplewt_1478,1019,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_14883,1042,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_16260,1318,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_16744,1413,,"['NONE', 'NIGHT', 'DAY']",NIGHT,DAY
samplewt_14304,913,samplewt_17388,1566,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_14304,913,samplewt_19576,2035,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_19699,2050,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_14304,913,samplewt_20783,2286,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_14304,913,samplewt_21142,2359,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_21349,2410,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_23214,2743,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_23221,2747,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_14304,913,samplewt_24285,2992,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_14304,913,samplewt_25156,3183,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_25704,3301,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_25744,3306,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_25797,3324,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_27124,3584,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_14304,913,samplewt_27354,3618,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_27648,3679,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_28878,3944,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_28918,3955,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_2906,3986,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_29377,4065,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_30729,4360,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_31152,4453,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_14304,913,samplewt_31379,4497,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_3428,4894,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_447,5143,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_4766,5209,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_5770,5407,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_5830,5423,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_6671,5599,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_6763,5612,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_9344,6169,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14304,913,samplewt_9861,6275,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_14321,917,samplewt_32744,4784,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14321,917,samplewt_4906,5237,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14334,920,samplewt_20786,2288,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14334,920,samplewt_31829,4591,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14334,920,samplewt_5842,5427,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14334,920,samplewt_9563,6205,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_17402,1570,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_1435,927,samplewt_18215,1741,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_1435,927,samplewt_19228,1944,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_20393,2192,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_20651,2257,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_1435,927,samplewt_20714,2278,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_2097,2331,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_1435,927,samplewt_21029,2342,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_21756,2473,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_22268,2583,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_22523,2632,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_2260,2646,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_24389,3011,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_24915,3142,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_25029,3157,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_26983,3561,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_27588,3665,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_29893,4166,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_1435,927,samplewt_32175,4665,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_3241,4720,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_3459,4904,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_4391,5114,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_5011,5258,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_7390,5767,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_8599,6030,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_1435,927,samplewt_8601,6032,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14369,929,samplewt_14609,986,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14369,929,samplewt_15327,1128,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14369,929,samplewt_20595,2243,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14369,929,samplewt_22922,2700,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14369,929,samplewt_2381,2871,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14369,929,samplewt_24630,3067,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14369,929,samplewt_25096,3170,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14369,929,samplewt_2526,3205,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14369,929,samplewt_26882,3543,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14369,929,samplewt_28578,3870,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14369,929,samplewt_29548,4102,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14369,929,samplewt_31196,4457,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
